country,country_code,outbreak_idx,start_date,end_date,termination_reason,total_increment,duration_weeks,model,goodness_of_fit,K,shape,scale
Angola,AGO,1,2024-11-10,2024-12-29,reached last data,4,8,Gamma,0.998290834430362,4.064648605427803,30.414569596284764,0.232370381153569
Benin,BEN,1,2022-06-19,2022-07-17,4 consecutive weeks no increase,3,5,Gamma,1.0,3.0000000117922516,1443.6068447117902,0.002410924286944547
Burundi,BDI,1,2024-07-21,2025-01-12,reached last data,3116,26,Gamma,0.9998117001406728,3978.77326503328,5.824224168683497,3.929674838794354
C?te d??voire,CIV,1,2024-06-30,2024-12-22,4 consecutive weeks no increase,107,26,Gamma,0.9990788720442265,112.18285859934863,4.982044510278016,3.0080246044955232
Cameroon,CMR,1,2022-02-27,2022-04-10,4 consecutive weeks no increase,3,7,Gamma,0.9984003797485629,3.0191856059685724,24.264713245942424,0.18677656712419366
Cameroon,CMR,2,2022-04-24,2022-05-22,4 consecutive weeks no increase,1,5,Gamma,0.9999999999999984,1.0000000063053558,1342.0708453101822,0.0025875315755440453
Cameroon,CMR,3,2022-05-29,2022-07-24,4 consecutive weeks no increase,4,9,Gamma,0.9838027487014344,4.12092461424823,10.046619624313017,0.62667235746301
Cameroon,CMR,4,2022-09-04,2022-12-04,4 consecutive weeks no increase,10,14,Gamma,0.9875744623234873,10.37415753640317,13.091097182758558,0.759247230857375
Cameroon,CMR,5,2023-05-14,2023-08-20,4 consecutive weeks no increase,25,15,Gamma,0.9878626561341338,24.606804744647757,5.743954825466256,0.903936901925959
Cameroon,CMR,6,2023-09-03,2023-10-29,4 consecutive weeks no increase,2,9,Gamma,0.9658365026702788,2.0917875441530307,4.548573274461353,1.2892678691238422
Cameroon,CMR,7,2024-01-07,2024-02-04,4 consecutive weeks no increase,2,5,Gamma,0.9999999999999989,2.000000015629419,1379.2095241463057,0.002523644822334648
Cameroon,CMR,8,2024-03-31,2024-05-05,4 consecutive weeks no increase,3,6,Gamma,,,,
Cameroon,CMR,9,2024-08-25,2024-09-22,4 consecutive weeks no increase,1,5,Gamma,0.9999999999999984,1.0000000063053558,1342.0708453101822,0.0025875315755440453
Cameroon,CMR,10,2024-11-10,2024-12-08,4 consecutive weeks no increase,3,5,Gamma,1.0,3.0000000117922516,1443.6068447117902,0.002410924286944547
Central African Republic,CAF,1,2022-01-02,2022-05-08,4 consecutive weeks no increase,19,19,Gamma,0.9925180148028475,19.967855273228285,4.294635617593208,2.4664233647924063
Central African Republic,CAF,2,2022-07-10,2022-11-06,4 consecutive weeks no increase,9,18,Gamma,0.9787649729208013,16.0940573738323,1.5058206433876204,15.466663452378315
Central African Republic,CAF,3,2022-12-04,2023-04-16,4 consecutive weeks no increase,17,20,Gamma,0.9966983772557677,18.16552502124862,4.221789244483005,2.888928520237475
Central African Republic,CAF,4,2023-12-17,2024-04-21,4 consecutive weeks no increase,21,19,Gamma,0.9916748823342575,22.930571936900165,4.500044145099694,2.7500352453838937
Central African Republic,CAF,5,2024-06-02,2025-01-12,reached last data,76,33,Gamma,0.9947404835007957,109.34843594263911,2.897217690071534,10.543292091827663
Congo,COG,1,2022-04-17,2022-05-15,4 consecutive weeks no increase,2,5,Gamma,0.9999999999999989,2.000000015629419,1379.2095241463057,0.002523644822334648
Congo,COG,2,2022-08-07,2022-10-02,4 consecutive weeks no increase,3,9,Gamma,0.9599766623512368,3.167339668155537,7.594051696709144,0.8806078758995097
Congo,COG,3,2023-08-06,2023-12-10,4 consecutive weeks no increase,21,19,Gamma,0.993075737768659,21.498274826686423,3.8157617903300163,2.420955422378161
Congo,COG,4,2024-01-07,2024-03-31,4 consecutive weeks no increase,19,13,Gamma,0.9858577433560608,19.966329018752404,11.291652229681244,0.8600672991212847
Congo,COG,5,2024-08-04,2024-09-01,4 consecutive weeks no increase,2,5,Gamma,0.9999999999999989,2.000000015629419,1379.2095241463057,0.002523644822334648
Congo,COG,6,2024-09-22,2024-10-20,4 consecutive weeks no increase,1,5,Gamma,0.9999999999999984,1.0000000063053558,1342.0708453101822,0.0025875315755440453
Congo,COG,7,2024-11-24,2024-12-29,reached last data,2,6,Gamma,0.9306331551405986,4.9592174774723485,4.097357265178275,3.2300670872504544
Democratic Republic of the Congo,COD,1,2022-05-15,2022-07-10,4 consecutive weeks no increase,100,9,Gamma,0.9972707870696769,100.0013151810461,1383.9681188525249,0.005237510112891667
Democratic Republic of the Congo,COD,2,2022-08-07,2025-01-12,reached last data,14604,128,Gamma,0.9975440698360543,9645333138528536.0,4.833904604085944,14259.73944843881
Egypt,EGY,1,2022-09-25,2022-12-18,reached last data,3,4,Gamma,0.9977723502582858,3.4697529816124124,35.81849583625858,0.18935418524307973
Gabon,GAB,1,2024-08-18,2024-09-22,4 consecutive weeks no increase,2,6,Gamma,,,,
Ghana,GHA,1,2022-02-20,2022-03-27,4 consecutive weeks no increase,2,6,Gamma,,,,
Ghana,GHA,2,2022-05-29,2023-02-12,4 consecutive weeks no increase,122,38,Gamma,0.9958739759886955,121.56855756495978,3.196413398136256,4.580603440968784
Ghana,GHA,3,2023-03-12,2023-06-04,4 consecutive weeks no increase,4,13,Gamma,0.9780072267545376,4.556002199948309,3.4697410200915746,2.7413237693212755
Ghana,GHA,4,2024-09-15,2024-12-15,4 consecutive weeks no increase,5,14,Gamma,0.9800258645341456,5.857983901817841,2.5717423481624277,3.9573310693744763
Guinea,GIN,1,2024-01-07,2024-08-11,4 consecutive weeks no increase,1,5,Gamma,0.9999999999999984,1.0000000063053558,1342.0708453101822,0.0025875315755440453
Guinea,GIN,2,2024-12-01,2024-12-29,4 consecutive weeks no increase,1,5,Gamma,0.9999999999999984,1.0000000063053558,1342.0708453101822,0.0025875315755440453
Kenya,KEN,1,2024-07-21,2025-01-19,reached last data,36,27,Gamma,0.9944624542396838,80.94609930107273,3.7068092398378525,9.727659613172122
Liberia,LBR,1,2022-07-24,2022-09-04,4 consecutive weeks no increase,3,7,Gamma,0.9984003797485629,3.0191856059685724,24.264713245942424,0.18677656712419366
Liberia,LBR,2,2022-11-20,2023-01-01,4 consecutive weeks no increase,3,7,Gamma,0.9827926037538062,3.04947440714079,21.719484800958423,0.23012238257269055
Liberia,LBR,3,2023-01-22,2023-04-09,4 consecutive weeks no increase,4,12,Gamma,0.9882325898652775,4.21246622776267,5.59295819490503,1.4000080370746841
Liberia,LBR,4,2023-04-16,2023-05-14,4 consecutive weeks no increase,2,5,Gamma,0.9999999999999989,2.000000015629419,1379.2095241463057,0.002523644822334648
Liberia,LBR,5,2023-11-12,2023-12-24,4 consecutive weeks no increase,5,7,Gamma,0.9951507993830632,5.0426966902240205,18.569416790785024,0.24454760285547172
Liberia,LBR,6,2024-01-07,2024-04-21,4 consecutive weeks no increase,5,16,Gamma,0.9913956018304756,5.409015137779483,3.4967717825577687,2.855453420801629
Liberia,LBR,7,2024-08-04,2024-12-29,4 consecutive weeks no increase,58,22,Gamma,0.9895566849852216,60.881457345282705,21.95705584627277,0.763801216132811
Liberia,LBR,8,2025-01-12,2025-01-19,reached last data,1,2,Gamma,,,,
Mauritius,MUS,1,2024-10-20,2024-11-17,4 consecutive weeks no increase,1,5,Gamma,0.9999999999999984,1.0000000063053558,1342.0708453101822,0.0025875315755440453
Morocco,MAR,1,2022-05-29,2024-10-06,reached last data,7,9,Gamma,0.9939843729693469,9.640967917229613,10.477808180605821,1.0682444217475604
Mozambique,MOZ,1,2022-10-02,2022-10-30,4 consecutive weeks no increase,1,5,Gamma,0.9999999999999984,1.0000000063053558,1342.0708453101822,0.0025875315755440453
Nigeria,NGA,1,2022-01-02,2023-07-02,4 consecutive weeks no increase,843,79,Gamma,0.9996894805352609,837.1853455359777,18.83571062546766,2.1894963043083977
