country,country_code,outbreak_idx,start_date,end_date,termination_reason,total_increment,duration_weeks,model,goodness_of_fit,K,r,t0
Central African Republic,CAF,8,2024-06-02,2025-01-12,reached last data,76,33,Logistic,0.9914986227303311,81.24312495421266,0.1631921149007891,22.244061894048663
Congo,COG,1,2022-04-17,2022-05-08,4 consecutive weeks no increase,2,4,Logistic,0.9999850115716754,2.0023094590493726,9.999999999999998,3.5045458876394378
Congo,COG,2,2022-08-07,2022-08-28,4 consecutive weeks no increase,1,4,Logistic,0.9999850115749663,1.0011547286184423,9.999999999999998,3.504545809417203
Congo,COG,3,2022-09-04,2022-09-25,4 consecutive weeks no increase,2,4,Logistic,0.9999850115716754,2.0023094590493726,9.999999999999998,3.5045458876394378
Congo,COG,4,2023-08-06,2023-12-03,4 consecutive weeks no increase,21,18,Logistic,0.988467558269765,20.92668224761759,0.39847145600317097,8.614316400454372
Congo,COG,5,2024-01-07,2024-03-24,4 consecutive weeks no increase,19,12,Logistic,0.9876832338682472,20.0900803563101,0.5861957329501638,9.59665333269626
Congo,COG,6,2024-08-04,2024-08-25,4 consecutive weeks no increase,2,4,Logistic,0.9999850115716754,2.0023094590493726,9.999999999999998,3.5045458876394378
Congo,COG,7,2024-09-22,2024-10-13,4 consecutive weeks no increase,1,4,Logistic,0.9999850115749663,1.0011547286184423,9.999999999999998,3.504545809417203
Congo,COG,8,2024-11-24,2024-12-15,4 consecutive weeks no increase,1,4,Logistic,0.9999850115749663,1.0011547286184423,9.999999999999998,3.504545809417203
Congo,COG,9,2024-12-22,2024-12-29,reached last data,1,2,Logistic,0.9999999984105198,4.8530904076617025,9.9999991559512,6.134887564864365
Democratic Republic of the Congo,COD,1,2022-05-15,2022-06-05,4 consecutive weeks no increase,10,4,Logistic,0.9999850115796085,10.011547283331788,9.999999999999998,3.5045456990711368
Democratic Republic of the Congo,COD,2,2022-06-12,2022-07-03,4 consecutive weeks no increase,90,4,Logistic,0.9999850115923122,90.10392514503516,9.999999999999698,3.5045453970767175
Democratic Republic of the Congo,COD,3,2022-08-07,2025-01-12,reached last data,14604,128,Logistic,0.9986110648394444,31964.556467359926,0.05803270037088309,133.4889278881713
Egypt,EGY,1,2022-09-25,2022-12-18,reached last data,3,4,Logistic,0.9961770785580689,3.327956600312441,1.601055427088545,6.677747593264732
Gabon,GAB,1,2024-08-18,2024-09-15,4 consecutive weeks no increase,2,5,Logistic,0.999999999316666,2.000015132623986,9.99999981809979,4.000001513800602
Ghana,GHA,1,2022-02-20,2022-03-20,4 consecutive weeks no increase,2,5,Logistic,0.999999999316666,2.000015132623986,9.99999981809979,4.000001513800602
Ghana,GHA,2,2022-05-29,2022-11-13,4 consecutive weeks no increase,106,25,Logistic,0.9969978950917336,107.91724564243914,0.29993282607451055,12.375979055363112
Ghana,GHA,3,2022-11-20,2023-01-08,4 consecutive weeks no increase,14,8,Logistic,0.9901511153550251,14.2107276775297,1.0315307764463844,5.86750462933522
Ghana,GHA,4,2023-01-15,2023-02-05,4 consecutive weeks no increase,2,4,Logistic,0.9999850115716754,2.0023094590493726,9.999999999999998,3.5045458876394378
Ghana,GHA,5,2023-03-12,2023-04-23,4 consecutive weeks no increase,2,7,Logistic,0.9719183254060282,2.049776161494786,0.8912793598496478,5.084469979952943
Ghana,GHA,6,2023-04-30,2023-05-28,4 consecutive weeks no increase,2,5,Logistic,0.999999999316666,2.000015132623986,9.99999981809979,4.000001513800602
Ghana,GHA,7,2024-09-15,2024-10-13,4 consecutive weeks no increase,2,5,Logistic,0.999999999316666,2.000015132623986,9.99999981809979,4.000001513800602
Ghana,GHA,8,2024-10-20,2024-12-08,4 consecutive weeks no increase,3,8,Logistic,0.9818875275194563,3.113870790480869,0.8471800825478865,6.1188332047327405
Guinea,GIN,1,2024-01-07,2024-08-04,4 consecutive weeks no increase,1,4,Logistic,0.9999850115749663,1.0011547286184423,9.999999999999998,3.504545809417203
Guinea,GIN,2,2024-12-01,2024-12-22,4 consecutive weeks no increase,1,4,Logistic,0.9999850115749663,1.0011547286184423,9.999999999999998,3.504545809417203
Kenya,KEN,1,2024-07-21,2024-08-11,4 consecutive weeks no increase,1,4,Logistic,0.9999850115749663,1.0011547286184423,9.999999999999998,3.504545809417203
Kenya,KEN,2,2024-08-18,2025-01-19,reached last data,35,23,Logistic,0.9919384491005127,41.64904591292517,0.21074608759496175,19.077005298549313
Liberia,LBR,1,2022-07-24,2022-08-28,4 consecutive weeks no increase,3,6,Logistic,0.997727913570668,3.0241180968303905,1.8284896822440142,4.513634512470877
Liberia,LBR,2,2022-11-20,2022-12-25,4 consecutive weeks no increase,3,6,Logistic,0.9833824360282154,3.066056846326462,1.6631401626627893,5.021422001495995
Liberia,LBR,3,2023-01-22,2023-04-02,4 consecutive weeks no increase,4,11,Logistic,0.9893120596445099,4.154452730836492,0.55654333967516,7.539936922363728
Liberia,LBR,4,2023-04-16,2023-05-07,4 consecutive weeks no increase,2,4,Logistic,0.9999850115716754,2.0023094590493726,9.999999999999998,3.5045458876394378
Liberia,LBR,5,2023-11-12,2023-12-17,4 consecutive weeks no increase,5,6,Logistic,0.9939491773342461,5.054635085219066,1.591069322299295,4.521271083731111
Liberia,LBR,6,2024-01-07,2024-04-14,4 consecutive weeks no increase,5,15,Logistic,0.9896902614564003,5.142634315925611,0.37877660776467376,9.064927027870052
Liberia,LBR,7,2024-08-04,2024-12-22,4 consecutive weeks no increase,58,21,Logistic,0.9915685907021371,61.95033248258443,0.4447938205481541,16.716015312344496
Liberia,LBR,8,2025-01-12,2025-01-19,reached last data,1,2,Logistic,0.9999999984105198,4.8530904076617025,9.9999991559512,6.134887564864365
Mauritius,MUS,1,2024-10-20,2024-11-10,4 consecutive weeks no increase,1,4,Logistic,0.9999850115749663,1.0011547286184423,9.999999999999998,3.504545809417203
Morocco,MAR,1,2022-05-29,2024-10-06,reached last data,7,9,Logistic,0.9942704439336655,7.823181053356252,0.6638560446028747,10.030436328807497
Mozambique,MOZ,1,2022-10-02,2022-10-23,4 consecutive weeks no increase,1,4,Logistic,0.9999850115749663,1.0011547286184423,9.999999999999998,3.504545809417203
Nigeria,NGA,1,2022-01-02,2022-02-06,4 consecutive weeks no increase,3,6,Logistic,0.997727913570668,3.0241180968303905,1.8284896822440142,4.513634512470877
Nigeria,NGA,2,2022-02-13,2023-06-25,4 consecutive weeks no increase,840,72,Logistic,0.9995263201945409,829.439040162119,0.1845760688385275,34.78459999396807
Nigeria,NGA,3,2023-07-09,2023-08-13,4 consecutive weeks no increase,3,6,Logistic,0.9833824360282154,3.066056846326462,1.6631401626627893,5.021422001495995
Nigeria,NGA,4,2023-11-05,2024-01-07,4 consecutive weeks no increase,15,10,Logistic,0.996245973392032,14.592506487796332,2.316829349731183,5.855675932702889
Nigeria,NGA,5,2024-01-21,2025-01-12,reached last data,195,52,Logistic,0.9955639386208722,318.5590654636531,0.1002573537194144,50.03360602350755
Rwanda,RWA,1,2024-07-21,2024-08-11,4 consecutive weeks no increase,4,4,Logistic,0.9999850115713849,4.004618918434626,9.999999999999998,3.50454589453716
Rwanda,RWA,2,2024-09-08,2025-01-12,reached last data,78,19,Logistic,0.9966061279676127,85.04878062398441,0.3892540635734053,15.37197646165407
Sierra Leone,SLE,1,2025-01-05,2025-01-19,reached last data,8,3,Logistic,0.999999999888035,8.00109055130758,9.999308063349522,6.109887007207052
South Africa,ZAF,1,2022-06-26,2022-09-11,4 consecutive weeks no increase,5,12,Logistic,0.987188067340982,5.221706794902985,0.45703200677027656,7.989179570775579
South Africa,ZAF,2,2024-05-05,2024-08-18,4 consecutive weeks no increase,24,16,Logistic,0.9965752465001374,23.71683269410721,0.6865616695621379,9.398166468030965
South Africa,ZAF,3,2024-09-01,2024-09-22,4 consecutive weeks no increase,1,4,Logistic,0.9999850115749663,1.0011547286184423,9.999999999999998,3.504545809417203
Sudan,SDN,1,2022-07-31,2023-04-09,reached last data,19,9,Logistic,0.9868853059695382,21.53098041693542,0.8569413118014005,10.167583695343048
Uganda,UGA,1,2024-07-21,2025-01-19,reached last data,2031,27,Logistic,0.9987625716742428,2691.5618878907912,0.26796126432366596,26.78301535249105
Zambia,ZMB,1,2024-10-06,2024-10-27,4 consecutive weeks no increase,1,4,Logistic,0.9999850115749663,1.0011547286184423,9.999999999999998,3.504545809417203
Zambia,ZMB,2,2024-12-22,2025-01-05,reached last data,3,3,Logistic,0.9999999968618413,3.000068154197443,9.999997066206426,5.9306920934877185
Zimbabwe,ZWE,1,2024-10-06,2024-10-27,4 consecutive weeks no increase,2,4,Logistic,0.9999850115716754,2.0023094590493726,9.999999999999998,3.5045458876394378
