country,country_code,outbreak_idx,start_date,end_date,termination_reason,total_increment,duration_weeks,model,goodness_of_fit,K,alpha,beta
Congo,COG,1,2022-04-17,2022-05-08,4 consecutive weeks no increase,2,4,Gompertz,0.9999998090204048,2.000333213364979,4119894850687.35,8.988167681795474
Congo,COG,2,2022-08-07,2022-08-28,4 consecutive weeks no increase,1,4,Gompertz,0.9999998116482041,1.0001654671090963,4221542745870.226,8.995977927920139
Congo,COG,3,2022-09-04,2022-09-25,4 consecutive weeks no increase,2,4,Gompertz,0.9999998090204048,2.000333213364979,4119894850687.35,8.988167681795474
Congo,COG,4,2023-08-06,2023-12-03,4 consecutive weeks no increase,21,18,Gompertz,0.9923512607243274,21.54267781980456,6.545273515519266,0.2651920836458466
Congo,COG,5,2024-01-07,2024-03-24,4 consecutive weeks no increase,19,12,Gompertz,0.9835200127041717,21.59951090568506,17.829474564208624,0.33392010170488196
Congo,COG,6,2024-08-04,2024-08-25,4 consecutive weeks no increase,2,4,Gompertz,0.9999998090204048,2.000333213364979,4119894850687.35,8.988167681795474
Congo,COG,7,2024-09-22,2024-10-13,4 consecutive weeks no increase,1,4,Gompertz,0.9999998116482041,1.0001654671090963,4221542745870.226,8.995977927920139
Congo,COG,8,2024-11-24,2024-12-15,4 consecutive weeks no increase,1,4,Gompertz,0.9999998116482041,1.0001654671090963,4221542745870.226,8.995977927920139
Congo,COG,9,2024-12-22,2024-12-29,reached last data,1,2,Gompertz,,,,
Democratic Republic of the Congo,COD,1,2022-05-15,2022-06-05,4 consecutive weeks no increase,10,4,Gompertz,0.9999997895555394,10.001719900585455,3396558061216.5273,8.931688032129177
Democratic Republic of the Congo,COD,2,2022-06-12,2022-07-03,4 consecutive weeks no increase,90,4,Gompertz,0.9999998014983486,90.01495672885082,3750037264637.118,8.964968275324248
Democratic Republic of the Congo,COD,3,2022-08-07,2025-01-12,reached last data,14604,128,Gompertz,0.9976162978573757,2985472.151229403,13.49266698475263,0.007156042482525016
Egypt,EGY,1,2022-09-25,2022-12-18,reached last data,3,4,Gompertz,0.9983911870285028,3.8748305462328867,242.5319133798799,0.8520351199676256
Gabon,GAB,1,2024-08-18,2024-09-15,4 consecutive weeks no increase,2,5,Gompertz,0.9999999351292209,2.0002040677093627,1136462128264.871,7.031327535829104
Ghana,GHA,1,2022-02-20,2022-03-20,4 consecutive weeks no increase,2,5,Gompertz,0.9999999351292209,2.0002040677093627,1136462128264.871,7.031327535829104
Ghana,GHA,2,2022-05-29,2022-11-13,4 consecutive weeks no increase,106,25,Gompertz,0.9950054483073257,113.5116299506634,6.444265070070394,0.17994291754008085
Ghana,GHA,3,2022-11-20,2023-01-08,4 consecutive weeks no increase,14,8,Gompertz,0.988714543459112,14.51213063983926,33.22414471560961,0.669634497282034
Ghana,GHA,4,2023-01-15,2023-02-05,4 consecutive weeks no increase,2,4,Gompertz,0.9999998090204048,2.000333213364979,4119894850687.35,8.988167681795474
Ghana,GHA,5,2023-03-12,2023-04-23,4 consecutive weeks no increase,2,7,Gompertz,0.97316087314271,2.085446908311975,13.353876443791195,0.6002501005204557
Ghana,GHA,6,2023-04-30,2023-05-28,4 consecutive weeks no increase,2,5,Gompertz,0.9999999351292209,2.0002040677093627,1136462128264.871,7.031327535829104
Ghana,GHA,7,2024-09-15,2024-10-13,4 consecutive weeks no increase,2,5,Gompertz,0.9999999351292209,2.0002040677093627,1136462128264.871,7.031327535829104
Ghana,GHA,8,2024-10-20,2024-12-08,4 consecutive weeks no increase,3,8,Gompertz,0.9777390025802994,3.23467658459207,13.831391634913366,0.4974942919360262
Guinea,GIN,1,2024-01-07,2024-08-04,4 consecutive weeks no increase,1,4,Gompertz,0.9999998116482041,1.0001654671090963,4221542745870.226,8.995977927920139
Guinea,GIN,2,2024-12-01,2024-12-22,4 consecutive weeks no increase,1,4,Gompertz,0.9999998116482041,1.0001654671090963,4221542745870.226,8.995977927920139
Kenya,KEN,1,2024-07-21,2024-08-11,4 consecutive weeks no increase,1,4,Gompertz,0.9999998116482041,1.0001654671090963,4221542745870.226,8.995977927920139
Kenya,KEN,2,2024-08-18,2025-01-19,reached last data,35,23,Gompertz,0.9930195238638321,59.80049977050711,5.906011261638413,0.0902249044977661
Liberia,LBR,1,2022-07-24,2022-08-28,4 consecutive weeks no increase,3,6,Gompertz,0.9977848995142604,3.041567417974525,192.5111644751424,1.2723137375583218
Liberia,LBR,2,2022-11-20,2022-12-25,4 consecutive weeks no increase,3,6,Gompertz,0.9788058675603812,3.1077954997811377,77.26368665258693,0.968111521758064
Liberia,LBR,3,2023-01-22,2023-04-02,4 consecutive weeks no increase,4,11,Gompertz,0.9874927324907733,4.399877156045622,8.371905242512872,0.32904819690349685
Liberia,LBR,4,2023-04-16,2023-05-07,4 consecutive weeks no increase,2,4,Gompertz,0.9999998090204048,2.000333213364979,4119894850687.35,8.988167681795474
Liberia,LBR,5,2023-11-12,2023-12-17,4 consecutive weeks no increase,5,6,Gompertz,0.9943879478535522,5.087560571322703,89.45433534636574,1.1022175760596522
Liberia,LBR,6,2024-01-07,2024-04-14,4 consecutive weeks no increase,5,15,Gompertz,0.9911004630597695,5.502133785056116,5.64054990297988,0.22717567993825658
Liberia,LBR,7,2024-08-04,2024-12-22,4 consecutive weeks no increase,58,21,Gompertz,0.9863323804068969,67.08404097298086,51.44171213975536,0.25373823456474864
Liberia,LBR,8,2025-01-12,2025-01-19,reached last data,1,2,Gompertz,,,,
Mauritius,MUS,1,2024-10-20,2024-11-10,4 consecutive weeks no increase,1,4,Gompertz,0.9999998116482041,1.0001654671090963,4221542745870.226,8.995977927920139
Morocco,MAR,1,2022-05-29,2024-10-06,reached last data,7,9,Gompertz,0.9939438680350522,10.986422985843669,17.887393244378234,0.28354035790321797
Mozambique,MOZ,1,2022-10-02,2022-10-23,4 consecutive weeks no increase,1,4,Gompertz,0.9999998116482041,1.0001654671090963,4221542745870.226,8.995977927920139
Nigeria,NGA,1,2022-01-02,2022-02-06,4 consecutive weeks no increase,3,6,Gompertz,0.9977848995142604,3.041567417974525,192.5111644751424,1.2723137375583218
Nigeria,NGA,2,2022-02-13,2023-06-25,4 consecutive weeks no increase,840,72,Gompertz,0.9995859545928484,848.4336667663042,44.5470182119319,0.12089299934997985
Nigeria,NGA,3,2023-07-09,2023-08-13,4 consecutive weeks no increase,3,6,Gompertz,0.9788058675603812,3.1077954997811377,77.26368665258693,0.968111521758064
Nigeria,NGA,4,2023-11-05,2024-01-07,4 consecutive weeks no increase,15,10,Gompertz,0.997360617264902,14.716363115597916,3952.197178763663,1.4839417863054225
Nigeria,NGA,5,2024-01-21,2025-01-12,reached last data,195,52,Gompertz,0.9938508147824047,1911.3395054834045,7.381964462751894,0.02160719842450987
Rwanda,RWA,1,2024-07-21,2024-08-11,4 consecutive weeks no increase,4,4,Gompertz,0.99999989677028,4.000491356428906,12126182655259.244,9.334264061602951
Rwanda,RWA,2,2024-09-08,2025-01-12,reached last data,78,19,Gompertz,0.9953515876066884,99.42035716567483,17.744430154382037,0.19933162816963534
Sierra Leone,SLE,1,2025-01-05,2025-01-19,reached last data,8,3,Gompertz,,,,
South Africa,ZAF,1,2022-06-26,2022-09-11,4 consecutive weeks no increase,5,12,Gompertz,0.9881770961398169,5.54941952865955,6.460190622537124,0.2771155248082748
South Africa,ZAF,2,2024-05-05,2024-08-18,4 consecutive weeks no increase,24,16,Gompertz,0.997098318109341,24.157106902023944,53.212262147858404,0.4663893412531165
South Africa,ZAF,3,2024-09-01,2024-09-22,4 consecutive weeks no increase,1,4,Gompertz,0.9999998116482041,1.0001654671090963,4221542745870.226,8.995977927920139
Sudan,SDN,1,2022-07-31,2023-04-09,reached last data,19,9,Gompertz,0.983404642153358,28.131194463801464,41.79991985874265,0.3714577284907678
Uganda,UGA,1,2024-07-21,2025-01-19,reached last data,2031,27,Gompertz,0.9993345899597681,4958.737635124898,17.63249319832731,0.09686560364805441
Zambia,ZMB,1,2024-10-06,2024-10-27,4 consecutive weeks no increase,1,4,Gompertz,0.9999998116482041,1.0001654671090963,4221542745870.226,8.995977927920139
Zambia,ZMB,2,2024-12-22,2025-01-05,reached last data,3,3,Gompertz,,,,
Zimbabwe,ZWE,1,2024-10-06,2024-10-27,4 consecutive weeks no increase,2,4,Gompertz,0.9999998090204048,2.000333213364979,4119894850687.35,8.988167681795474
