country,country_code,outbreak_idx,start_date,end_date,termination_reason,total_increment,duration_weeks,model,goodness_of_fit,K,shape,scale
Liberia,LBR,8,2025-01-12,2025-01-19,reached last data,1,2,Gamma,,,,
Mauritius,MUS,1,2024-10-20,2024-11-10,4 consecutive weeks no increase,1,4,Gamma,0.9999999999999974,1.0000000162929388,1325.5547250239556,0.0026260362246990875
Morocco,MAR,1,2022-05-29,2024-10-06,reached last data,7,9,Gamma,0.9939843729693469,9.640967917229613,10.477808180605821,1.0682444217475604
Mozambique,MOZ,1,2022-10-02,2022-10-23,4 consecutive weeks no increase,1,4,Gamma,0.9999999999999974,1.0000000162929388,1325.5547250239556,0.0026260362246990875
Nigeria,NGA,1,2022-01-02,2022-02-06,4 consecutive weeks no increase,3,6,Gamma,0.9983067847530909,3.0229962454429837,24.169186187329267,0.18760993025404635
Nigeria,NGA,2,2022-02-13,2023-06-25,4 consecutive weeks no increase,840,72,Gamma,0.9996792284909964,834.8865873921055,13.881529713630862,2.5482190724158666
Nigeria,NGA,3,2023-07-09,2023-08-13,4 consecutive weeks no increase,3,6,Gamma,0.9815998162951178,3.0605176653262847,21.507968609975862,0.2326888972437504
Nigeria,NGA,4,2023-11-05,2024-01-07,4 consecutive weeks no increase,15,10,Gamma,0.9961539491415885,14.596227729525038,64.16861844375778,0.09164440063718075
Nigeria,NGA,5,2024-01-21,2025-01-12,reached last data,195,52,Gamma,0.9929794467797982,1915780643366.518,2.6517743495060224,190157.20896683616
Rwanda,RWA,1,2024-07-21,2024-08-11,4 consecutive weeks no increase,4,4,Gamma,1.0,4.00000001476128,1464.6583468853582,0.0023762749776248325
Rwanda,RWA,2,2024-09-08,2025-01-12,reached last data,78,19,Gamma,0.9957104652821734,91.19484695468856,10.165906234626465,1.5929137102210198
Sierra Leone,SLE,1,2025-01-05,2025-01-19,reached last data,8,3,Gamma,,,,
South Africa,ZAF,1,2022-06-26,2022-09-11,4 consecutive weeks no increase,5,12,Gamma,0.988400752789824,5.5168368778120715,3.911996601150762,2.233138929716948
South Africa,ZAF,2,2024-05-05,2024-08-18,4 consecutive weeks no increase,24,16,Gamma,0.9968355318223074,23.864315705305827,14.289805347217172,0.669564365995861
South Africa,ZAF,3,2024-09-01,2024-09-22,4 consecutive weeks no increase,1,4,Gamma,0.9999999999999974,1.0000000162929388,1325.5547250239556,0.0026260362246990875
Sudan,SDN,1,2022-07-31,2023-04-09,reached last data,19,9,Gamma,0.9844196698694241,23.074106980806086,21.153830301043108,0.49588718990924757
Uganda,UGA,1,2024-07-21,2025-01-19,reached last data,2031,27,Gamma,0.9993361290608214,4399.801428099329,10.097958307073414,3.251786330745709
Zambia,ZMB,1,2024-10-06,2024-10-27,4 consecutive weeks no increase,1,4,Gamma,0.9999999999999974,1.0000000162929388,1325.5547250239556,0.0026260362246990875
Zambia,ZMB,2,2024-12-22,2025-01-05,reached last data,3,3,Gamma,,,,
Zimbabwe,ZWE,1,2024-10-06,2024-10-27,4 consecutive weeks no increase,2,4,Gamma,0.9999999999999996,2.000000015747652,1393.6342391717296,0.002497546050918624
