country,country_code,outbreak_idx,start_date,end_date,termination_reason,total_increment,duration_weeks,model,goodness_of_fit,K,r,t0
Angola,AGO,1,2024-11-10,2024-12-29,reached last data,4,8,Logistic,0.9977763972889042,4.062432398621796,1.3319353679901529,7.035193752792353
Benin,BEN,1,2022-06-19,2022-07-24,4 consecutive weeks no increase,3,6,Logistic,0.9999861845282555,3.0025650546272407,9.999999999999998,3.503329275456971
Burundi,BDI,1,2024-07-21,2025-01-12,reached last data,3116,26,Logistic,0.9991251961121237,3321.0218912513424,0.2470754320508089,19.828712033414927
C?te d??voire,CIV,1,2024-06-30,2024-12-29,4 consecutive weeks no increase,107,27,Logistic,0.9975067843679648,107.86955859180797,0.2872959899013893,14.02724434404177
Cameroon,CMR,1,2022-02-27,2022-04-17,4 consecutive weeks no increase,3,8,Logistic,0.9979540703108258,3.017341112923444,1.8355307778784098,4.509797584112877
Cameroon,CMR,2,2022-04-24,2022-07-31,4 consecutive weeks no increase,5,15,Logistic,0.9826588343134262,5.300891063519063,0.4627090460004722,10.263967388436544
Cameroon,CMR,3,2022-09-04,2022-12-11,4 consecutive weeks no increase,10,15,Logistic,0.9908914728007251,10.298362673306285,0.6167770717048764,9.765933196258032
Cameroon,CMR,4,2023-05-14,2023-08-27,4 consecutive weeks no increase,25,16,Logistic,0.9854306957425397,24.48737543755177,0.8285044317961102,5.021342104087459
Cameroon,CMR,5,2023-09-03,2023-11-05,4 consecutive weeks no increase,2,10,Logistic,0.9655776153962808,2.0491458311742172,0.6666488466118003,5.610159746823434
Cameroon,CMR,6,2024-01-07,2024-02-11,4 consecutive weeks no increase,2,6,Logistic,0.999986184566814,2.0017100187923376,9.999999999999998,3.5033282809046633
Cameroon,CMR,7,2024-03-31,2024-05-12,4 consecutive weeks no increase,3,7,Logistic,0.9999999986255981,3.0000340426979,9.999999992175951,4.069316406668678
Cameroon,CMR,8,2024-08-25,2024-09-29,4 consecutive weeks no increase,1,6,Logistic,0.9999861845768891,1.0008550071644309,9.999999999999998,3.5033280210235382
Cameroon,CMR,9,2024-11-10,2024-12-15,4 consecutive weeks no increase,3,6,Logistic,0.9999861845282555,3.0025650546272407,9.999999999999998,3.503329275456971
Central African Republic,CAF,1,2022-01-02,2022-05-15,4 consecutive weeks no increase,19,20,Logistic,0.9924518262308798,19.303286915475756,0.376189038403894,9.899896324443624
Central African Republic,CAF,2,2022-07-10,2022-11-13,4 consecutive weeks no increase,9,19,Logistic,0.9760944358024939,9.962233262938156,0.23268885551054558,11.715481032200595
Central African Republic,CAF,3,2022-12-04,2023-04-23,4 consecutive weeks no increase,17,21,Logistic,0.995790180173969,17.276702506362064,0.3350388373592442,11.212823274706691
Central African Republic,CAF,4,2023-12-17,2024-04-28,4 consecutive weeks no increase,21,20,Logistic,0.9920331325447375,21.68054648421282,0.34399319171560017,11.391665452020355
Central African Republic,CAF,5,2024-06-02,2025-01-12,reached last data,76,33,Logistic,0.9914986227303311,81.24312495421266,0.1631921149007891,22.244061894048663
Congo,COG,1,2022-04-17,2022-05-22,4 consecutive weeks no increase,2,6,Logistic,0.999986184566814,2.0017100187923376,9.999999999999998,3.5033282809046633
Congo,COG,2,2022-08-07,2022-10-09,4 consecutive weeks no increase,3,10,Logistic,0.9662724303464613,3.1082565018342057,0.7796744630023074,6.539053541790644
Congo,COG,3,2023-08-06,2023-12-17,4 consecutive weeks no increase,21,20,Logistic,0.9893217941702873,20.956226484321842,0.3972613421228154,8.626163977865092
Congo,COG,4,2024-01-07,2024-04-07,4 consecutive weeks no increase,19,14,Logistic,0.9890237680828111,19.673478567257057,0.6074895973126185,9.502315463830632
Congo,COG,5,2024-08-04,2024-09-08,4 consecutive weeks no increase,2,6,Logistic,0.999986184566814,2.0017100187923376,9.999999999999998,3.5033282809046633
Congo,COG,6,2024-09-22,2024-10-27,4 consecutive weeks no increase,1,6,Logistic,0.9999861845768891,1.0008550071644309,9.999999999999998,3.5033280210235382
Congo,COG,7,2024-11-24,2024-12-29,reached last data,2,6,Logistic,0.923648808702562,2.9736562999694853,0.5034642636921811,9.185518528235276
Democratic Republic of the Congo,COD,1,2022-05-15,2022-07-17,4 consecutive weeks no increase,100,10,Logistic,0.9974517119376567,100.01765847577182,8.755337453355857,7.250930497983034
Democratic Republic of the Congo,COD,2,2022-08-07,2025-01-12,reached last data,14604,128,Logistic,0.9986110648394444,31964.556467359926,0.05803270037088309,133.4889278881713
Egypt,EGY,1,2022-09-25,2022-12-18,reached last data,3,4,Logistic,0.9961770785580689,3.327956600312441,1.601055427088545,6.677747593264732
Gabon,GAB,1,2024-08-18,2024-09-29,4 consecutive weeks no increase,2,7,Logistic,0.999999999372526,2.0000113494500904,9.999980259357441,4.0000011353530915
Ghana,GHA,1,2022-02-20,2022-04-03,4 consecutive weeks no increase,2,7,Logistic,0.999999999372526,2.0000113494500904,9.999980259357441,4.0000011353530915
Ghana,GHA,2,2022-05-29,2023-02-19,4 consecutive weeks no increase,122,39,Logistic,0.9947156254500082,117.85491750524412,0.2463834764245914,13.345706648200045
Ghana,GHA,3,2023-03-12,2023-06-11,4 consecutive weeks no increase,4,14,Logistic,0.9798070530200487,4.204510838215661,0.42084142477998077,8.457905002543189
Ghana,GHA,4,2024-09-15,2024-12-22,4 consecutive weeks no increase,5,15,Logistic,0.9794194741578921,5.252112156326874,0.36645586999697477,8.52632036668372
Guinea,GIN,1,2024-01-07,2024-08-18,4 consecutive weeks no increase,1,6,Logistic,0.9999861845768891,1.0008550071644309,9.999999999999998,3.5033280210235382
Guinea,GIN,2,2024-12-01,2025-01-05,reached last data,1,6,Logistic,0.9999864689961054,1.0014005760533977,9.999999999999998,5.505562812337645
Kenya,KEN,1,2024-07-21,2025-01-19,reached last data,36,27,Logistic,0.9936292578156127,43.690948209718165,0.19683063024511072,23.067575312576906
